Parallel Results on 5261004 records.
Average Sequential Time:,10.419938707351685

1,4,8,12,16,20,24,28,32,36,40,44,48
22.902032613754272,16.46998429298401,15.556785345077515,15.26988935470581,14.623383045196533,14.794915676116943,14.118162155151367,14.313392400741577,13.860162258148193,13.653626680374146,13.799284219741821,13.902323722839355,13.38022494316101
21.580192804336548,16.193381309509277,15.54930305480957,14.857367038726807,14.685665845870972,14.560490369796753,14.115013837814331,14.193541765213013,13.576614379882812,13.762724876403809,13.670411586761475,13.825990200042725,13.223588705062866
22.15164089202881,16.595641613006592,15.614312410354614,15.049363851547241,14.480616331100464,14.452799081802368,14.138111352920532,14.099981546401978,13.645382165908813,13.644888162612915,13.684504985809326,13.764205694198608,13.25816297531128
22.2410671710968,16.601159811019897,15.663491010665894,15.140073299407959,14.295043706893921,14.480337619781494,14.199561595916748,14.104681253433228,13.802894115447998,13.856028318405151,13.807628870010376,13.930906534194946,13.253776788711548
22.398191690444946,16.776850938796997,15.535816669464111,14.99952220916748,14.335562705993652,14.559173583984375,14.21945595741272,14.147283554077148,13.878541231155396,13.577218532562256,14.005576610565186,13.699126482009888,13.150782346725464
22.374772310256958,16.392882108688354,15.08606243133545,15.150808095932007,14.559898614883423,14.34251093864441,14.077269315719604,14.274730443954468,13.70183801651001,13.53587555885315,13.775309801101685,13.681135654449463,13.258501052856445
21.943093061447144,16.25307035446167,15.591959476470947,14.927299976348877,14.751905679702759,14.59660029411316,14.187024593353271,14.216907501220703,13.583149433135986,13.663971185684204,13.89432692527771,13.753146886825562,13.376410961151123
22.40740203857422,16.37789487838745,15.41267704963684,15.093218088150024,14.52278184890747,14.624685764312744,14.082987785339355,14.194830179214478,13.747749090194702,13.922068119049072,13.482563018798828,13.713004112243652,13.208866357803345
22.51349377632141,16.552898168563843,15.432265281677246,15.08591914176941,14.29954481124878,14.6189284324646,13.978347539901733,14.167222738265991,13.825835227966309,13.522686243057251,13.581708908081055,13.78679609298706,13.331617593765259
22.68899440765381,16.30395483970642,15.218803882598877,15.072946548461914,14.649258136749268,14.668534517288208,13.921837568283081,14.208654165267944,13.744973182678223,13.774786710739136,13.795149326324463,13.862493753433228,13.133413553237915
